Ligand,RMSD
ECMDB00045,0.0519
ECMDB00048,0.0489
ECMDB00055,0.2573
ECMDB00058,0.0578
ECMDB00061,0.1699
ECMDB00082,1.7104
ECMDB00095,0.8433
ECMDB00121,1.9811
ECMDB00125,0.6014
ECMDB00163,0.0633
ECMDB00186,0.1466
ECMDB00189,2.6710
ECMDB00217,1.8737
ECMDB00218,0.5121
ECMDB00229,0.3136
ECMDB00241,0.3881
ECMDB00244,1.0940
ECMDB00258,0.0395
ECMDB00280,0.5767
ECMDB00285,0.9878
ECMDB00288,0.1734
ECMDB00290,2.9131
ECMDB00293,2.2155
ECMDB00295,1.8280
ECMDB00302,2.9317
ECMDB00538,1.7401
ECMDB00570,1.3480
ECMDB00674,2.2709
ECMDB00797,1.8560
ECMDB00830,0.0556
ECMDB00902,1.8522
ECMDB00905,1.9028
ECMDB00939,0.1556
ECMDB00960,1.3054
ECMDB00961,5.9520
ECMDB00972,0.2352
ECMDB00975,0.0314
ECMDB00988,1.6819
ECMDB00998,2.8657
ECMDB00999,0.2144
ECMDB01000,0.0805
ECMDB01003,1.2558
ECMDB01044,0.5318
ECMDB01056,0.8287
ECMDB01058,1.4792
ECMDB01060,4.9997
ECMDB01062,1.4725
ECMDB01066,0.7688
ECMDB01079,2.1331
ECMDB01094,4.6107
ECMDB01095,1.1800
ECMDB01097,0.9350
ECMDB01117,1.4077
ECMDB01121,0.0681
ECMDB01124,0.2400
ECMDB01134,0.9645
ECMDB01142,0.7266
ECMDB01144,1.2263
ECMDB01163,2.6281
ECMDB01174,1.2053
ECMDB01178,2.7708
ECMDB01179,2.3842
ECMDB01185,3.2383
ECMDB01191,1.6207
ECMDB01193,2.7360
ECMDB01197,4.2833
ECMDB01201,2.1254
ECMDB01202,0.9206
ECMDB01227,0.4138
ECMDB01245,0.7050
ECMDB01248,2.7796
ECMDB01261,1.0355
ECMDB01262,1.2382
ECMDB01271,1.1065
ECMDB01273,1.0313
ECMDB01274,2.1827
ECMDB01285,2.3067
ECMDB01296,1.5537
ECMDB01308,0.5964
ECMDB01317,0.1602
ECMDB01328,3.9120
ECMDB01332,0.8383
ECMDB01341,1.6969
ECMDB01342,2.4641
ECMDB01346,2.6070
ECMDB01354,0.2124
ECMDB01367,0.1614
ECMDB01372,0.6471
ECMDB01373,3.4065
ECMDB01384,2.3060
ECMDB01391,2.5935
ECMDB01396,0.8506
ECMDB01397,0.0920
ECMDB01399,0.6438
ECMDB01409,0.9766
ECMDB01412,0.1898
ECMDB01416,1.9516
ECMDB01423,1.8455
ECMDB01439,1.4049
ECMDB01440,2.7410
ECMDB01487,2.6617
ECMDB01517,1.5211
ECMDB01520,2.0574
ECMDB01532,1.2144
ECMDB01546,2.1275
ECMDB01550,1.3185
ECMDB01554,1.1961
ECMDB01562,0.1796
ECMDB01846,0.2383
ECMDB02158,0.3729
ECMDB02666,0.6509
ECMDB03266,2.8336
ECMDB03335,0.6252
ECMDB03419,1.8300
ECMDB03502,0.9504
ECMDB03514,1.4393
ECMDB03536,0.5726
ECMDB03540,0.5767
ECMDB03556,0.0197
ECMDB03826,0.2186
ECMDB03882,0.4338
ECMDB04007,0.4874
ECMDB04010,1.6430
ECMDB04033,3.4980
ECMDB04034,0.0163
ECMDB04052,0.0986
ECMDB04053,1.1901
ECMDB04063,0.6736
ECMDB04085,0.1367
ECMDB04108,0.0533
ECMDB04111,3.4666
ECMDB04117,7.1027
ECMDB04119,2.7651
ECMDB04120,4.7487
ECMDB04137,1.4431
ECMDB04138,2.4369
ECMDB04165,3.1023
ECMDB04166,4.0068
ECMDB04167,1.2612
ECMDB04168,0.9326
ECMDB04169,2.1673
ECMDB04171,2.5139
ECMDB04220,2.5746
ECMDB04662,1.3488
ECMDB06273,1.0194
ECMDB06354,0.5714
ECMDB06555,0.1422
ECMDB06557,1.6255
ECMDB06823,0.8410
ECMDB06834,0.7509
ECMDB06872,1.2762
ECMDB06876,1.0496
ECMDB07858,3.2434
ECMDB07859,2.7724
ECMDB07860,2.9046
ECMDB07861,4.1129
ECMDB07862,2.4249
ECMDB07863,2.7435
ECMDB07864,5.2783
ECMDB07865,2.5991
ECMDB08821,4.1668
ECMDB08824,3.3157
ECMDB08827,2.4169
ECMDB08920,2.7673
ECMDB08923,1.5869
