Ligand,RMSD
ECMDB00045,0.3981
ECMDB00048,1.9283
ECMDB00055,0.4036
ECMDB00058,0.5322
ECMDB00061,0.4785
ECMDB00082,1.0930
ECMDB00095,0.2249
ECMDB00121,1.8140
ECMDB00125,1.2934
ECMDB00163,0.3807
ECMDB00186,1.0231
ECMDB00189,3.0628
ECMDB00217,3.2743
ECMDB00218,0.9685
ECMDB00229,1.1900
ECMDB00241,0.9606
ECMDB00244,0.9367
ECMDB00258,0.5817
ECMDB00280,1.6927
ECMDB00285,1.8077
ECMDB00288,0.4334
ECMDB00290,3.6710
ECMDB00293,1.6314
ECMDB00295,0.8879
ECMDB00302,1.6468
ECMDB00538,2.7989
ECMDB00570,1.4864
ECMDB00674,2.9408
ECMDB00797,1.9854
ECMDB00830,0.8168
ECMDB00902,3.5244
ECMDB00905,0.7389
ECMDB00939,1.0136
ECMDB00960,0.8517
ECMDB00961,2.2430
ECMDB00972,1.7976
ECMDB00975,1.1217
ECMDB00988,1.0100
ECMDB00998,1.0584
ECMDB00999,1.4529
ECMDB01000,0.7923
ECMDB01003,1.1287
ECMDB01044,2.1638
ECMDB01056,2.8849
ECMDB01058,0.4599
ECMDB01060,2.1743
ECMDB01062,0.6629
ECMDB01066,2.0747
ECMDB01079,1.9078
ECMDB01094,2.9121
ECMDB01095,3.1871
ECMDB01097,1.1686
ECMDB01117,1.7276
ECMDB01121,1.2197
ECMDB01124,1.0086
ECMDB01134,1.3887
ECMDB01142,1.0782
ECMDB01144,2.8673
ECMDB01163,2.4257
ECMDB01174,2.0344
ECMDB01178,2.8383
ECMDB01179,1.7925
ECMDB01185,1.3587
ECMDB01191,2.8882
ECMDB01193,2.2431
ECMDB01197,3.4340
ECMDB01201,1.3904
ECMDB01202,1.0763
ECMDB01227,0.5208
ECMDB01245,0.8499
ECMDB01248,4.7246
ECMDB01261,1.4072
ECMDB01262,1.4968
ECMDB01271,0.8726
ECMDB01273,1.4282
ECMDB01274,0.9512
ECMDB01285,1.7627
ECMDB01296,2.0542
ECMDB01308,1.3690
ECMDB01317,1.3561
ECMDB01328,4.4715
ECMDB01332,1.6380
ECMDB01341,1.2096
ECMDB01342,1.3352
ECMDB01346,3.8148
ECMDB01354,1.3285
ECMDB01367,0.5714
ECMDB01372,1.9839
ECMDB01373,3.1400
ECMDB01384,3.4418
ECMDB01391,3.4552
ECMDB01396,2.8170
ECMDB01397,1.8197
ECMDB01399,1.8323
ECMDB01409,0.2169
ECMDB01412,0.7077
ECMDB01416,1.0024
ECMDB01423,2.7521
ECMDB01439,1.4904
ECMDB01440,3.7006
ECMDB01487,3.7376
ECMDB01517,0.4048
ECMDB01520,2.3094
ECMDB01532,1.1147
ECMDB01546,0.4334
ECMDB01550,1.4968
ECMDB01554,0.7706
ECMDB01562,1.9822
ECMDB01846,3.6258
ECMDB02158,1.0933
ECMDB02666,1.8540
