Ligand,RMSD
ECMDB00045,1.0720
ECMDB00048,0.5262
ECMDB00055,1.0965
ECMDB00058,0.5237
ECMDB00061,0.6134
ECMDB00082,2.1181
ECMDB00095,0.9733
ECMDB00121,1.6302
ECMDB00125,1.8833
ECMDB00163,1.5016
ECMDB00186,0.4561
ECMDB00189,1.2461
ECMDB00217,1.7777
ECMDB00218,0.5700
ECMDB00229,0.7102
ECMDB00241,0.7693
ECMDB00244,1.8284
ECMDB00258,0.9416
ECMDB00280,1.0325
ECMDB00285,2.8139
ECMDB00288,0.9753
ECMDB00290,2.9986
ECMDB00293,2.5675
ECMDB00295,2.0476
ECMDB00302,1.0760
ECMDB00538,0.8654
ECMDB00570,1.5229
ECMDB00674,6.3721
ECMDB00797,1.2697
ECMDB00830,1.0886
ECMDB00902,3.4858
ECMDB00905,1.6140
ECMDB00939,3.3990
ECMDB00960,0.9387
ECMDB00961,1.7405
ECMDB00972,1.4009
ECMDB00975,1.0333
ECMDB00988,1.7653
ECMDB00998,2.0841
ECMDB00999,1.5874
ECMDB01000,1.8760
ECMDB01003,2.2360
ECMDB01044,1.8855
ECMDB01056,5.5572
ECMDB01058,1.7206
ECMDB01060,1.8131
ECMDB01062,1.4720
ECMDB01066,1.0592
ECMDB01079,1.7414
ECMDB01094,2.6863
ECMDB01095,2.3639
ECMDB01097,0.8639
ECMDB01117,1.7315
ECMDB01121,1.5122
ECMDB01124,0.9305
ECMDB01134,0.9736
ECMDB01142,0.7047
ECMDB01144,4.2641
ECMDB01163,2.7818
ECMDB01174,2.7874
ECMDB01178,1.9681
ECMDB01179,1.5069
ECMDB01185,3.7818
ECMDB01191,1.0005
ECMDB01193,4.1210
ECMDB01197,5.3082
ECMDB01201,0.4336
ECMDB01202,1.2188
ECMDB01227,1.3087
ECMDB01245,0.8531
ECMDB01248,3.5135
ECMDB01261,1.1424
ECMDB01262,1.3482
ECMDB01271,1.5883
ECMDB01273,1.3642
ECMDB01274,0.8191
