Ligand,RMSD
ECMDB00045,0.5447
ECMDB00048,0.8175
ECMDB00055,0.1988
ECMDB00058,1.2691
ECMDB00061,0.1702
ECMDB00082,2.7204
ECMDB00095,0.7874
ECMDB00121,2.8188
ECMDB00125,1.0486
ECMDB00163,0.0703
ECMDB00186,0.0133
ECMDB00189,2.6474
ECMDB00217,3.1807
ECMDB00218,0.0630
ECMDB00229,1.0839
ECMDB00241,0.7939
ECMDB00244,1.0519
ECMDB00258,0.2864
ECMDB00280,1.4509
ECMDB00285,2.8304
ECMDB00288,1.5025
ECMDB00290,1.6679
ECMDB00293,2.5015
ECMDB00295,0.8486
ECMDB00302,2.6656
ECMDB00538,2.9143
ECMDB00570,0.4443
ECMDB00674,4.2249
ECMDB00797,2.0028
ECMDB00830,0.4555
ECMDB00902,4.1720
ECMDB00905,0.1331
ECMDB00939,2.8358
ECMDB00960,1.0277
ECMDB00961,1.1774
ECMDB00972,2.8072
ECMDB00975,1.0528
ECMDB00988,1.5185
ECMDB00998,3.1082
ECMDB00999,1.3671
ECMDB01000,2.2673
ECMDB01003,0.5323
ECMDB01044,2.2261
ECMDB01056,1.3342
ECMDB01058,1.4822
ECMDB01060,3.1250
ECMDB01062,0.8561
ECMDB01066,1.5473
ECMDB01079,1.8283
ECMDB01094,7.7925
ECMDB01095,4.5713
ECMDB01097,0.9266
ECMDB01117,2.9813
ECMDB01121,0.0273
ECMDB01124,1.0312
ECMDB01134,1.1376
ECMDB01142,0.6418
ECMDB01144,1.6913
ECMDB01163,2.9373
ECMDB01174,3.1673
ECMDB01178,1.4963
ECMDB01179,2.3572
ECMDB01185,1.4916
ECMDB01191,2.0131
ECMDB01193,1.6718
ECMDB01197,3.9165
ECMDB01201,1.9529
ECMDB01202,0.0571
ECMDB01227,0.0698
ECMDB01245,0.7586
ECMDB01248,1.4313
ECMDB01261,0.9844
ECMDB01262,1.2714
ECMDB01271,0.6967
ECMDB01273,2.4867
ECMDB01274,0.8078
ECMDB01285,1.6937
ECMDB01296,1.7946
ECMDB01308,0.8296
ECMDB01317,0.5143
ECMDB01328,1.1499
ECMDB01332,1.1840
ECMDB01341,1.1772
ECMDB01342,2.9582
ECMDB01346,1.1892
ECMDB01354,1.4211
ECMDB01367,0.4020
ECMDB01372,1.0017
ECMDB01373,2.6995
ECMDB01384,2.5801
ECMDB01391,1.6804
ECMDB01396,1.6180
ECMDB01397,1.0820
ECMDB01399,1.5403
ECMDB01409,0.2076
ECMDB01412,1.9418
ECMDB01416,2.0100
ECMDB01423,2.1837
ECMDB01439,0.1691
ECMDB01440,0.6735
ECMDB01487,2.7168
ECMDB01517,1.0285
ECMDB01520,0.5150
ECMDB01532,2.6482
ECMDB01546,2.2393
ECMDB01550,1.7715
ECMDB01554,1.2984
ECMDB01562,4.3910
ECMDB01846,1.4170
ECMDB02158,0.9696
ECMDB02666,3.6526
ECMDB03266,1.5875
ECMDB03335,1.3630
ECMDB03419,2.1193
ECMDB03502,0.1900
ECMDB03514,1.4686
ECMDB03536,1.4900
ECMDB03540,0.0770
ECMDB03556,0.5342
ECMDB03826,0.9795
ECMDB03882,0.0860
ECMDB04007,1.6146
ECMDB04010,2.2854
ECMDB04033,2.0713
ECMDB04034,0.0866
ECMDB04052,0.1502
ECMDB04053,1.9265
ECMDB04063,3.5722
ECMDB04085,0.6562
ECMDB04108,0.6822
ECMDB04111,3.8693
ECMDB04117,3.0381
ECMDB04119,2.5851
ECMDB04120,2.0976
ECMDB04137,0.5590
ECMDB04138,2.0473
ECMDB04165,3.0379
ECMDB04166,3.8399
ECMDB04167,1.4903
ECMDB04168,2.6625
ECMDB04169,2.1276
ECMDB04171,1.3776
ECMDB04220,3.8975
ECMDB04662,1.3605
ECMDB06273,0.7525
ECMDB06354,3.5091
ECMDB06555,0.9305
ECMDB06557,3.2431
ECMDB06823,2.7570
ECMDB06834,2.4279
ECMDB06872,0.4101
ECMDB06876,4.4130
ECMDB07858,4.4868
ECMDB07859,3.4489
ECMDB07860,2.2974
ECMDB07861,3.8908
ECMDB07862,3.0585
ECMDB07863,2.3670
ECMDB07864,4.1895
ECMDB07865,3.1088
ECMDB08821,2.8286
ECMDB08824,6.1451
ECMDB08827,2.9174
ECMDB08920,3.0350
ECMDB08923,2.5654
ECMDB08924,4.3651
ECMDB08953,3.8563
ECMDB08956,3.0920
ECMDB08957,3.1425
ECMDB08959,3.2243
ECMDB09019,2.6179
ECMDB09022,3.0398
ECMDB09023,2.6606
ECMDB10573,2.6167
ECMDB10615,2.7684
ECMDB10616,5.3238
ECMDB10618,2.9803
ECMDB11145,2.4281
ECMDB11155,3.1430
ECMDB11156,3.7028
ECMDB11616,0.5786
ECMDB11629,0.2847
ECMDB11688,1.0513
ECMDB12277,1.1862
ECMDB12278,2.1498
ECMDB12330,2.6648
ECMDB12332,3.1618
ECMDB12333,2.8624
ECMDB12352,2.1926
