Ligand,RMSD
ECMDB00045,0.0507
ECMDB00048,0.1225
ECMDB00055,0.7530
ECMDB00058,0.0383
ECMDB00061,0.2541
ECMDB00082,0.7549
ECMDB00095,0.0869
ECMDB00121,2.4162
ECMDB00125,0.3726
ECMDB00163,1.3538
ECMDB00186,1.1243
ECMDB00189,0.9781
ECMDB00217,1.4537
ECMDB00218,0.1712
ECMDB00229,1.5691
ECMDB00241,0.3448
ECMDB00244,1.9239
ECMDB00258,0.1311
ECMDB00280,1.4189
ECMDB00285,2.0907
ECMDB00288,0.5275
ECMDB00290,3.8592
ECMDB00293,2.0338
ECMDB00295,2.1431
ECMDB00302,2.1423
ECMDB00538,1.1178
ECMDB00570,1.4738
ECMDB00674,4.0240
ECMDB00797,0.9283
ECMDB00830,0.0963
ECMDB00902,3.4011
ECMDB00905,0.3563
ECMDB00939,0.7745
ECMDB00960,0.0906
ECMDB00961,1.6547
ECMDB00972,4.0252
ECMDB00975,0.0129
ECMDB00988,0.1222
ECMDB00998,1.8562
ECMDB00999,1.7901
ECMDB01000,2.3149
ECMDB01003,0.5024
ECMDB01044,1.3415
ECMDB01056,0.2700
ECMDB01058,1.6062
ECMDB01060,3.3343
ECMDB01062,0.0873
ECMDB01066,0.7944
ECMDB01079,2.1391
ECMDB01094,2.0238
ECMDB01095,1.1688
ECMDB01097,0.8979
ECMDB01117,1.6672
ECMDB01121,0.2683
ECMDB01124,0.4454
ECMDB01134,1.6112
ECMDB01142,0.1451
ECMDB01144,0.8202
ECMDB01163,0.6909
ECMDB01174,2.1281
ECMDB01178,1.4812
ECMDB01179,1.9763
ECMDB01185,1.5302
ECMDB01191,1.5437
ECMDB01193,3.2111
ECMDB01197,4.0514
ECMDB01201,1.6774
ECMDB01202,0.0845
ECMDB01227,1.3147
ECMDB01245,0.0989
ECMDB01248,1.2967
ECMDB01261,1.3857
ECMDB01262,2.5927
ECMDB01271,1.3990
ECMDB01273,2.3709
ECMDB01274,0.0876
