GDT_TS,1-2,1-3,2-3
45.20,0.038728573286326284,0.04648770471749364,0.04770844152557974
61.11,0.053241043318228876,0.06313311224832363,0.06868195873074123
63.55,0.07517840365248984,0.08788134260126235,0.09533156763859729
69.12,0.0912792036415957,0.08803961506056046,0.08751502422628432
72.11,0.09038354231672008,0.09147150089996536,0.09646424169507739
80.34,0.09695524805910827,0.09741761427961171,0.09741761427961171
82.30,0.10286334309490819,0.11858934904574925,0.1261685272937112
83.90,0.12494004524411029,0.12154599552622747,0.11657258512005253
84.12,0.1157520284409217,0.11417904556061442,0.1157520284409217
85.90,0.11417904556061442,0.11301795735299125,0.11817924525646628
86.28,0.11657258512005253,0.1170919565364037,0.11509716102059464
87.37,0.11301795735299125,0.11591615602447503,0.11657258512005253
87.50,0.11163115787278599,0.10841101355624705,0.10742343842995439
87.63,0.1066333865250737,0.1066333865250737,0.10772640051604432
89.49,0.10841101355624705,0.10977805953135311,0.11114581776568544
90.39,0.11163115787278599,0.11236548007130942,0.11253148266333479
90.48,0.11268443878348489,0.11268443878348489,0.11253523239696728
90.70,0.1118280978558297,0.11128492937810108,0.11061085624890854
90.72,0.11163115787278599,0.11259750970259752,0.11545748111068033
91.10,0.11496095925069305,0.11244060091823416,0.11240764838512884
92.18,0.11309153911468117,0.11515347791258534,0.11760128349892751
92.66,0.11817924525646628,0.11924180212185487,0.11928018094680937
93.28,0.11629320930339926,0.11471274783013574,0.11259750970259752
93.84,0.11199575588616462,0.1118280978558297,0.11165802207441144
96.00,0.11162539570814456,0.1118280978558297,0.11128492937810108
96.45,0.10804274965904481,0.10456058269760593,0.10243130639100029
96.81,0.10177917595613639,0.10154667940103446,0.10082723452390496
97.57,0.10030151661483089,0.10007086637747209,0.10030151661483089
98.08,0.10082723452390496,0.10154667940103446,0.10233059399284494
