Ligand,RMSD
ECMDB00045,0.3177
ECMDB00048,0.0305
ECMDB00055,0.0487
ECMDB00058,0.0080
ECMDB00061,0.6050
ECMDB00082,0.1112
ECMDB00095,0.0339
ECMDB00121,2.6904
ECMDB00125,2.4101
ECMDB00163,0.1341
ECMDB00186,1.3416
ECMDB00189,1.5387
ECMDB00217,1.1035
ECMDB00218,0.3599
ECMDB00229,0.1639
ECMDB00241,0.2091
ECMDB00244,0.4120
ECMDB00258,0.0044
ECMDB00280,0.5819
ECMDB00285,1.1342
ECMDB00288,0.0100
ECMDB00290,3.9476
ECMDB00293,0.6628
ECMDB00295,0.7633
ECMDB00302,2.9748
ECMDB00538,0.4154
ECMDB00570,0.9535
ECMDB00674,3.1038
ECMDB00797,0.5974
ECMDB00830,0.8494
ECMDB00902,3.0715
ECMDB00905,0.0379
ECMDB00939,1.0260
ECMDB00960,0.8757
ECMDB00961,2.0116
ECMDB00972,0.6047
ECMDB00975,0.0254
ECMDB00988,1.1422
ECMDB00998,1.1686
ECMDB00999,1.0529
ECMDB01000,1.0257
ECMDB01003,0.8976
ECMDB01044,0.0755
ECMDB01056,0.4443
ECMDB01058,0.4751
ECMDB01060,2.9492
ECMDB01062,0.0265
ECMDB01066,1.8723
ECMDB01079,2.0665
ECMDB01094,3.8159
ECMDB01095,3.4679
ECMDB01097,0.2300
ECMDB01117,1.6249
ECMDB01121,0.0584
ECMDB01124,0.4367
ECMDB01134,0.5876
ECMDB01142,0.5494
ECMDB01144,1.3243
ECMDB01163,4.7777
ECMDB01174,2.0005
ECMDB01178,1.8717
ECMDB01179,2.9562
ECMDB01185,0.7813
ECMDB01191,0.3347
ECMDB01193,1.0948
ECMDB01197,2.1987
ECMDB01201,0.0711
ECMDB01202,0.1017
ECMDB01227,0.1272
ECMDB01245,0.7396
ECMDB01248,5.6303
ECMDB01261,0.4312
ECMDB01262,0.1369
ECMDB01271,0.0512
ECMDB01273,1.9127
ECMDB01274,1.0705
ECMDB01285,1.9472
ECMDB01296,0.0692
ECMDB01308,1.0800
ECMDB01317,0.0187
ECMDB01328,0.2740
ECMDB01332,1.4097
ECMDB01341,0.8930
ECMDB01342,1.5381
ECMDB01346,1.0945
ECMDB01354,1.6143
ECMDB01367,0.0571
ECMDB01372,1.7134
ECMDB01373,5.2399
ECMDB01384,3.7814
ECMDB01391,1.4976
ECMDB01396,2.1893
ECMDB01397,0.0237
ECMDB01399,0.1303
ECMDB01409,0.1131
ECMDB01412,0.5096
ECMDB01416,3.8224
ECMDB01423,5.1244
ECMDB01439,0.5150
ECMDB01440,2.9146
ECMDB01487,1.1200
ECMDB01517,0.1486
ECMDB01520,0.4665
ECMDB01532,0.9278
ECMDB01546,0.0339
ECMDB01550,1.8495
ECMDB01554,0.1151
ECMDB01562,1.7282
ECMDB01846,0.4416
ECMDB02158,1.1824
ECMDB02666,1.3884
ECMDB03266,3.3754
ECMDB03335,0.5418
ECMDB03419,6.5287
ECMDB03502,0.2346
ECMDB03514,1.1798
ECMDB03536,1.5663
ECMDB03540,0.0680
ECMDB03556,1.3185
ECMDB03826,1.5423
ECMDB03882,0.0897
ECMDB04007,0.1584
ECMDB04010,0.1216
ECMDB04033,1.1414
ECMDB04034,0.2041
ECMDB04052,0.7444
ECMDB04053,0.1669
ECMDB04063,1.6522
ECMDB04085,0.1413
ECMDB04108,0.5680
ECMDB04111,3.0091
ECMDB04117,2.6410
ECMDB04119,2.4547
ECMDB04120,2.8800
ECMDB04137,0.1615
ECMDB04138,2.0833
ECMDB04165,2.8381
ECMDB04166,2.2894
ECMDB04167,3.6191
ECMDB04168,2.6190
ECMDB04169,1.2781
ECMDB04171,1.3353
ECMDB04220,2.2940
ECMDB04662,1.8689
ECMDB06273,1.0693
ECMDB06354,1.0981
ECMDB06555,1.1011
ECMDB06557,0.6310
ECMDB06823,1.7662
ECMDB06834,1.1910
ECMDB06872,1.4420
ECMDB06876,2.4574
ECMDB07858,4.5658
ECMDB07859,2.3948
ECMDB07860,4.5905
ECMDB07861,2.5012
ECMDB07862,2.5136
ECMDB07863,3.0906
ECMDB07864,3.1632
ECMDB07865,4.7964
ECMDB08821,2.0155
ECMDB08824,3.1407
ECMDB08827,2.3474
ECMDB08920,3.3603
ECMDB08923,3.1543
ECMDB08924,2.3168
ECMDB08953,4.2782
ECMDB08956,2.7621
ECMDB08957,1.8874
ECMDB08959,3.6659
ECMDB09019,3.9051
ECMDB09022,3.2988
ECMDB09023,5.0013
ECMDB10573,2.6425
ECMDB10615,2.9895
ECMDB10616,2.5908
ECMDB10618,6.5041
ECMDB11145,3.1538
ECMDB11155,2.2200
ECMDB11156,2.6378
ECMDB11616,0.0339
ECMDB11629,1.4897
ECMDB11688,0.3419
ECMDB12277,0.5971
ECMDB12278,2.6694
ECMDB12330,3.3425
ECMDB12332,2.6127
ECMDB12333,3.1784
ECMDB12352,1.9357
ECMDB12363,3.1791
ECMDB12366,4.4829
ECMDB20003,0.9569
ECMDB20004,0.5040
ECMDB20006,2.8817
ECMDB20019,1.0254
ECMDB20024,0.2145
ECMDB20025,0.6061
ECMDB20026,0.5342
ECMDB20027,1.4504
ECMDB20033,0.1170
ECMDB20034,1.8438
ECMDB20035,2.2188
ECMDB20049,2.1307
ECMDB20050,0.5168
ECMDB20054,3.0017
ECMDB20055,1.0359
ECMDB20058,1.4298
ECMDB20059,1.3619
ECMDB20062,0.0033
ECMDB20068,0.0987
ECMDB20078,2.6841
ECMDB20079,0.0262
ECMDB20081,0.0934
ECMDB20083,0.7116
ECMDB20088,4.6176
ECMDB20096,0.2985
ECMDB20099,0.0802
ECMDB20106,0.1308
ECMDB20110,1.4074
ECMDB20112,1.5506
ECMDB20113,1.6090
ECMDB20117,0.7432
ECMDB20123,0.2629
ECMDB20133,0.4942
ECMDB20139,1.0800
ECMDB20145,1.8846
ECMDB20148,1.9229
ECMDB20154,1.2894
ECMDB20155,3.6665
ECMDB20156,1.4265
ECMDB20157,0.5042
ECMDB20158,1.0399
ECMDB20161,0.0756
ECMDB20170,3.5802
