Ligand,RMSD
ECMDB00045,0.0912
ECMDB00048,0.0122
ECMDB00055,0.0490
ECMDB00058,0.0052
ECMDB00061,0.4062
ECMDB00082,2.4064
ECMDB00095,0.1549
ECMDB00121,0.3278
ECMDB00125,1.9847
ECMDB00163,1.3642
ECMDB00186,0.0110
ECMDB00189,0.8848
ECMDB00217,1.5314
ECMDB00218,0.0585
ECMDB00229,0.1095
ECMDB00241,0.0609
ECMDB00244,0.0203
ECMDB00258,0.1260
ECMDB00280,0.0397
ECMDB00285,2.2129
ECMDB00288,0.0040
ECMDB00290,0.1638
ECMDB00293,1.5034
ECMDB00295,0.8360
ECMDB00302,0.5008
ECMDB00538,1.3277
ECMDB00570,1.3946
ECMDB00674,5.1184
ECMDB00797,0.5545
ECMDB00830,0.0743
ECMDB00902,1.5486
ECMDB00905,0.0702
ECMDB00939,0.1729
ECMDB00960,0.3481
ECMDB00961,1.5907
ECMDB00972,0.4275
ECMDB00975,0.0222
ECMDB00988,0.0524
ECMDB00998,1.0151
ECMDB00999,1.6485
ECMDB01000,1.0807
ECMDB01003,0.2634
ECMDB01044,1.4228
ECMDB01056,0.2677
ECMDB01058,1.6915
ECMDB01060,3.6299
ECMDB01062,0.0100
ECMDB01066,2.4359
ECMDB01079,1.3415
ECMDB01094,6.2785
ECMDB01095,1.0751
ECMDB01097,0.7045
ECMDB01117,2.3812
ECMDB01121,0.1476
ECMDB01124,0.1057
ECMDB01134,1.5222
ECMDB01142,0.0476
ECMDB01144,3.9154
ECMDB01163,0.8783
ECMDB01174,1.2541
ECMDB01178,1.5934
ECMDB01179,4.2618
ECMDB01185,1.3793
ECMDB01191,2.1109
ECMDB01193,2.9582
ECMDB01197,1.8281
ECMDB01201,0.0690
ECMDB01202,0.0118
ECMDB01227,1.1155
ECMDB01245,0.1489
ECMDB01248,2.4588
ECMDB01261,0.9529
ECMDB01262,0.0100
ECMDB01271,0.0762
ECMDB01273,1.7903
ECMDB01274,0.0715
ECMDB01285,4.2199
ECMDB01296,1.0638
ECMDB01308,0.7225
ECMDB01317,1.8049
ECMDB01328,1.4653
ECMDB01332,1.2393
ECMDB01341,0.1319
ECMDB01342,1.5124
ECMDB01346,3.0237
ECMDB01354,0.1309
ECMDB01367,0.0646
ECMDB01372,1.0799
ECMDB01373,2.4260
ECMDB01384,3.2015
ECMDB01391,2.4231
ECMDB01396,5.1455
ECMDB01397,0.0555
ECMDB01399,2.5170
ECMDB01409,0.0835
ECMDB01412,3.0859
ECMDB01416,1.1322
ECMDB01423,3.1780
ECMDB01439,0.2433
ECMDB01440,0.9769
ECMDB01487,3.2381
ECMDB01517,1.4851
ECMDB01520,2.8730
ECMDB01532,2.8995
ECMDB01546,0.1080
ECMDB01550,1.3488
ECMDB01554,1.2501
ECMDB01562,1.8566
ECMDB01846,2.6700
ECMDB02158,1.0735
ECMDB02666,1.8640
ECMDB03266,2.0640
ECMDB03335,1.5329
ECMDB03419,2.7976
ECMDB03502,0.8672
ECMDB03514,1.5065
ECMDB03536,0.0479
ECMDB03540,0.0037
ECMDB03556,0.3241
ECMDB03826,0.5667
ECMDB03882,0.0611
ECMDB04007,0.0736
ECMDB04010,0.5829
ECMDB04033,1.3707
ECMDB04034,0.0008
ECMDB04052,0.0818
ECMDB04053,1.5116
ECMDB04063,1.1976
ECMDB04085,0.0295
ECMDB04108,0.1693
ECMDB04111,2.2438
ECMDB04117,2.3492
ECMDB04119,1.9942
ECMDB04120,2.0918
ECMDB04137,1.5351
ECMDB04138,1.1116
ECMDB04165,2.0038
ECMDB04166,1.6468
ECMDB04167,3.2128
ECMDB04168,2.5824
ECMDB04169,1.8203
ECMDB04171,2.8230
ECMDB04220,2.0379
ECMDB04662,1.9833
ECMDB06273,1.3495
ECMDB06354,3.0489
ECMDB06555,0.0294
ECMDB06557,0.6698
ECMDB06823,1.4100
ECMDB06834,1.4509
ECMDB06872,0.6438
ECMDB06876,2.3001
ECMDB07858,3.5007
ECMDB07859,3.4180
ECMDB07860,2.5392
ECMDB07861,3.1672
ECMDB07862,2.3668
ECMDB07863,2.1808
ECMDB07864,2.8624
ECMDB07865,2.7810
ECMDB08821,2.7755
ECMDB08824,4.6208
ECMDB08827,4.2246
ECMDB08920,2.7414
ECMDB08923,0.8187
ECMDB08924,2.6777
ECMDB08953,3.4861
ECMDB08956,5.0913
ECMDB08957,3.0322
ECMDB08959,3.8999
ECMDB09019,2.3826
ECMDB09022,4.1161
ECMDB09023,3.3557
ECMDB10573,4.2324
ECMDB10615,2.8966
ECMDB10616,4.8913
ECMDB10618,3.2182
ECMDB11145,2.8409
ECMDB11155,2.1858
ECMDB11156,2.7543
ECMDB11616,0.0349
ECMDB11629,0.0078
ECMDB11688,0.2553
ECMDB12277,2.1586
ECMDB12278,2.5798
ECMDB12330,3.9756
ECMDB12332,5.3476
ECMDB12333,2.2762
ECMDB12352,2.4308
ECMDB12363,3.4404
ECMDB12366,3.0069
ECMDB20003,2.3635
ECMDB20004,3.3003
ECMDB20006,1.3611
ECMDB20019,2.5022
ECMDB20024,0.8021
ECMDB20025,1.2838
ECMDB20026,1.9131
ECMDB20027,2.8969
ECMDB20033,1.8493
ECMDB20034,2.3413
ECMDB20035,4.0198
ECMDB20049,1.8068
ECMDB20050,0.1415
ECMDB20054,3.3430
ECMDB20055,2.2223
ECMDB20058,0.0316
ECMDB20059,0.9187
ECMDB20062,0.0182
ECMDB20068,1.0631
ECMDB20078,1.6115
ECMDB20079,0.1376
ECMDB20081,0.0290
ECMDB20083,2.4577
ECMDB20088,2.3768
ECMDB20096,0.5911
ECMDB20099,0.0671
ECMDB20106,0.0931
ECMDB20110,2.0263
ECMDB20112,1.3107
ECMDB20113,1.1580
ECMDB20117,0.0173
ECMDB20123,0.0825
ECMDB20133,1.3258
ECMDB20139,2.0416
ECMDB20145,0.9910
ECMDB20148,2.0230
ECMDB20154,0.1890
ECMDB20155,2.4296
ECMDB20156,0.8496
ECMDB20157,0.4899
ECMDB20158,1.2643
ECMDB20161,0.6537
ECMDB20170,1.4175
ECMDB20171,0.0689
ECMDB20174,0.4842
ECMDB20175,0.0773
ECMDB20177,0.0541
ECMDB20178,0.3841
ECMDB20186,2.0761
ECMDB20187,0.8720
ECMDB20188,1.7533
ECMDB20189,1.9111
ECMDB20191,0.1528
ECMDB20192,0.9716
ECMDB20196,0.0155
ECMDB20202,2.6122
ECMDB20226,2.8017
ECMDB20238,0.0555
ECMDB20246,1.4478
ECMDB20267,0.6386
ECMDB20281,2.2178
ECMDB20298,1.2411
ECMDB20324,0.0645
ECMDB20325,0.0232
ECMDB20347,0.3263
ECMDB20428,0.7296
ECMDB20429,2.1858
ECMDB20469,2.8406
ECMDB20470,2.4565
ECMDB20485,3.4640
ECMDB20518,1.3822
ECMDB20537,0.9726
ECMDB20547,1.5913
ECMDB20549,3.6880
ECMDB20557,2.2178
ECMDB20558,2.5239
ECMDB20562,1.3145
ECMDB20564,0.6516
ECMDB20573,2.5165
ECMDB20575,0.0614
ECMDB20579,1.7990
ECMDB20594,1.1869
ECMDB20601,0.0008
ECMDB20608,1.5608
ECMDB20612,1.7660
ECMDB20613,1.8497
ECMDB20620,2.3675
ECMDB20622,0.5843
ECMDB21000,2.9518
ECMDB21005,0.0813
ECMDB21014,2.3115
ECMDB21015,1.1504
ECMDB21016,3.2567
ECMDB21017,3.9134
ECMDB21018,3.1709
ECMDB21019,3.5209
ECMDB21020,5.5023
ECMDB21021,3.0502
ECMDB21024,5.6244
ECMDB21025,2.5002
ECMDB21026,2.9608
ECMDB21027,4.3255
ECMDB21028,1.4077
ECMDB21030,2.1235
ECMDB21033,1.5257
ECMDB21037,4.1121
ECMDB21041,4.0779
ECMDB21042,3.4582
ECMDB21044,3.1767
ECMDB21045,2.6778
ECMDB21049,2.8510
ECMDB21050,5.6867
ECMDB21054,3.9417
ECMDB21055,3.8328
ECMDB21060,4.1367
ECMDB21062,2.1872
ECMDB21063,3.0350
ECMDB21064,2.7254
ECMDB21065,3.2289
ECMDB21066,4.3372
ECMDB21067,2.8436
ECMDB21068,3.0513
ECMDB21070,4.3445
ECMDB21073,2.9784
ECMDB21075,3.8113
ECMDB21082,3.1405
ECMDB21084,2.5302
ECMDB21086,3.8190
ECMDB21103,1.5593
ECMDB21104,2.6674
ECMDB21105,4.9012
ECMDB21106,1.7087
ECMDB21108,2.8708
ECMDB21109,2.9409
HMDB0000010,0.0034
HMDB0000015,0.0144
HMDB0000016,0.0016
HMDB0000021,0.1540
HMDB0000032,0.0817
HMDB0000036,2.0578
HMDB0000037,0.0065
HMDB0000045,0.0189
HMDB0000054,2.2492
HMDB0000058,0.0112
HMDB0000061,0.0905
HMDB0000063,0.0018
