Ligand,RMSD
ECMDB00045,0.7372
ECMDB00048,0.2295
ECMDB00055,0.9737
ECMDB00058,0.0601
ECMDB00061,0.1280
ECMDB00082,2.0401
ECMDB00095,0.8339
ECMDB00121,2.0837
ECMDB00125,1.6683
ECMDB00163,0.0381
ECMDB00186,0.0332
ECMDB00189,4.3268
ECMDB00217,1.9704
ECMDB00218,0.5209
ECMDB00229,0.9011
ECMDB00241,0.5103
ECMDB00244,1.0813
ECMDB00258,0.5579
ECMDB00280,1.9812
ECMDB00285,0.8324
ECMDB00288,1.3561
ECMDB00290,1.5378
ECMDB00293,1.4177
ECMDB00295,2.2846
ECMDB00302,2.0010
ECMDB00538,1.5762
ECMDB00570,1.3824
ECMDB00674,2.2170
ECMDB00797,1.8121
ECMDB00830,1.0977
ECMDB00902,2.3448
ECMDB00905,1.0899
ECMDB00939,3.1129
ECMDB00960,1.1645
ECMDB00961,3.0263
ECMDB00972,0.1016
ECMDB00975,0.0186
ECMDB00988,1.4571
ECMDB00998,1.9749
ECMDB00999,0.7076
ECMDB01000,0.2184
ECMDB01003,1.4259
ECMDB01044,0.9566
ECMDB01056,0.8040
ECMDB01058,0.0216
ECMDB01060,4.6169
ECMDB01062,1.4539
ECMDB01066,0.7921
ECMDB01079,1.5844
ECMDB01094,7.1213
ECMDB01095,3.2043
ECMDB01097,0.9295
ECMDB01117,2.6096
ECMDB01121,0.1002
ECMDB01124,0.1326
ECMDB01134,0.4901
ECMDB01142,1.7506
ECMDB01144,3.0050
ECMDB01163,2.7639
ECMDB01174,1.6818
ECMDB01178,2.7169
ECMDB01179,2.0060
ECMDB01185,0.5603
ECMDB01191,1.4382
ECMDB01193,2.6991
ECMDB01197,2.0486
ECMDB01201,0.8105
ECMDB01202,0.8481
ECMDB01227,1.7209
ECMDB01245,0.6352
ECMDB01248,1.8372
ECMDB01261,0.5807
ECMDB01262,0.0429
ECMDB01271,0.1197
ECMDB01273,1.9931
ECMDB01274,1.9622
ECMDB01285,1.9422
ECMDB01296,0.3440
ECMDB01308,0.5224
ECMDB01317,1.5132
ECMDB01328,1.0651
ECMDB01332,0.7775
ECMDB01341,1.2322
ECMDB01342,0.5938
ECMDB01346,0.9651
ECMDB01354,0.3794
ECMDB01367,0.0512
ECMDB01372,0.4711
ECMDB01373,2.4454
ECMDB01384,1.3773
ECMDB01391,2.5998
ECMDB01396,0.8828
ECMDB01397,0.3308
ECMDB01399,3.1827
ECMDB01409,0.4370
ECMDB01412,0.7528
ECMDB01416,1.9609
ECMDB01423,2.0852
ECMDB01439,0.6260
ECMDB01440,2.9497
ECMDB01487,4.3614
ECMDB01517,0.1533
ECMDB01520,1.7647
ECMDB01532,1.6568
ECMDB01546,2.1278
ECMDB01550,0.8309
ECMDB01554,0.6204
ECMDB01562,0.6668
ECMDB01846,0.7208
ECMDB02158,1.1788
ECMDB02666,0.7999
ECMDB03266,3.8840
ECMDB03335,0.6068
ECMDB03419,2.1309
ECMDB03502,0.9397
ECMDB03514,0.0989
ECMDB03536,1.6918
ECMDB03540,0.4623
ECMDB03556,0.0229
ECMDB03826,1.1055
ECMDB03882,0.4265
ECMDB04007,0.5867
ECMDB04010,1.4400
ECMDB04033,3.2358
ECMDB04034,1.5493
ECMDB04052,0.0905
ECMDB04053,1.1971
ECMDB04063,2.1180
ECMDB04085,0.2714
ECMDB04108,0.1199
ECMDB04111,4.7243
ECMDB04117,2.2247
ECMDB04119,3.1516
ECMDB04120,4.7963
ECMDB04137,0.8136
ECMDB04138,1.1455
ECMDB04165,3.4759
ECMDB04166,1.5570
ECMDB04167,3.1280
ECMDB04168,1.2724
ECMDB04169,1.5651
ECMDB04171,3.3756
ECMDB04220,3.7770
ECMDB04662,0.9993
ECMDB06273,1.0001
ECMDB06354,0.5902
ECMDB06555,0.1225
ECMDB06557,1.6665
ECMDB06823,3.4423
ECMDB06834,2.9552
ECMDB06872,0.4718
ECMDB06876,1.5996
ECMDB07858,6.5875
ECMDB07859,2.0903
ECMDB07860,3.7898
ECMDB07861,2.9861
ECMDB07862,3.3844
ECMDB07863,3.2518
ECMDB07864,4.3749
ECMDB07865,3.4377
ECMDB08821,2.2843
ECMDB08824,3.0318
ECMDB08827,4.5100
ECMDB08920,3.3670
ECMDB08923,1.0892
ECMDB08924,3.3364
ECMDB08953,3.8387
ECMDB08956,2.2183
ECMDB08957,3.1914
ECMDB08959,3.4066
ECMDB09019,2.8794
ECMDB09022,2.7493
ECMDB09023,6.7058
ECMDB10573,3.1450
ECMDB10615,3.2098
ECMDB10616,3.7617
ECMDB10618,3.0285
ECMDB11145,3.3118
ECMDB11155,3.9753
ECMDB11156,3.9952
ECMDB11616,0.0786
ECMDB11629,1.1826
ECMDB11688,0.0091
ECMDB12277,2.7496
ECMDB12278,2.6463
ECMDB12330,4.0497
ECMDB12332,4.0661
ECMDB12333,3.3911
ECMDB12352,3.0345
ECMDB12363,3.0029
ECMDB12366,3.9016
ECMDB20003,1.6549
ECMDB20004,0.9873
ECMDB20006,0.3638
ECMDB20019,1.4938
ECMDB20024,3.6960
ECMDB20025,1.0084
ECMDB20026,2.8390
ECMDB20027,1.6238
ECMDB20033,0.2203
ECMDB20034,0.7384
ECMDB20035,2.7819
ECMDB20049,2.0173
ECMDB20050,0.9340
ECMDB20054,3.1574
ECMDB20055,2.1484
ECMDB20058,0.5175
ECMDB20059,3.1609
ECMDB20062,0.3424
ECMDB20068,1.3855
ECMDB20078,0.6618
ECMDB20079,0.2609
ECMDB20081,0.5118
ECMDB20083,4.3234
ECMDB20088,2.8349
ECMDB20096,3.4870
ECMDB20099,1.8270
ECMDB20106,0.1903
ECMDB20110,3.0978
ECMDB20112,2.0234
ECMDB20113,2.2796
ECMDB20117,0.9235
ECMDB20123,0.3815
ECMDB20133,1.9793
ECMDB20139,0.5555
ECMDB20145,1.8189
ECMDB20148,1.5824
ECMDB20154,1.6902
ECMDB20155,2.7752
ECMDB20156,1.6954
ECMDB20157,0.1007
ECMDB20158,0.0875
ECMDB20161,0.4678
ECMDB20170,1.5378
ECMDB20171,0.0901
ECMDB20174,1.3663
ECMDB20175,1.2898
ECMDB20177,0.0629
ECMDB20178,1.7903
ECMDB20186,3.0217
ECMDB20187,1.4880
ECMDB20188,1.2333
ECMDB20189,1.6571
ECMDB20191,0.7183
ECMDB20192,2.5120
ECMDB20196,0.5459
ECMDB20202,1.2911
ECMDB20226,2.9941
ECMDB20238,0.0261
ECMDB20246,0.4596
ECMDB20267,0.1654
ECMDB20281,2.9375
ECMDB20298,1.4456
ECMDB20324,1.1721
ECMDB20325,0.6100
ECMDB20347,0.0488
ECMDB20428,1.6124
ECMDB20429,0.8620
ECMDB20469,3.5504
ECMDB20470,2.2369
ECMDB20485,4.6553
ECMDB20518,0.0761
ECMDB20537,0.7914
ECMDB20547,0.5414
ECMDB20549,2.5546
ECMDB20557,0.5114
ECMDB20558,1.4163
ECMDB20562,1.9794
ECMDB20564,0.8178
ECMDB20573,1.6065
ECMDB20575,1.0963
ECMDB20579,3.6039
ECMDB20594,1.4854
ECMDB20601,0.0008
ECMDB20608,1.0360
ECMDB20612,2.4930
ECMDB20613,3.0233
ECMDB20620,3.2457
ECMDB20622,0.8305
ECMDB21000,1.9089
ECMDB21005,0.0436
ECMDB21014,1.6534
ECMDB21015,1.5723
ECMDB21016,5.0642
ECMDB21017,3.8610
ECMDB21018,3.1879
ECMDB21019,2.1661
ECMDB21020,3.3338
ECMDB21021,3.0053
ECMDB21024,2.5490
ECMDB21025,2.4941
ECMDB21026,4.1023
ECMDB21027,3.5371
ECMDB21028,2.2314
ECMDB21030,1.8250
ECMDB21033,2.2163
ECMDB21037,3.8722
ECMDB21041,2.6813
ECMDB21042,3.3481
ECMDB21044,4.2424
ECMDB21045,1.4337
ECMDB21049,5.2149
ECMDB21050,2.3619
ECMDB21054,3.9994
ECMDB21055,4.9220
ECMDB21060,5.3893
ECMDB21062,2.7767
ECMDB21063,2.6330
ECMDB21064,2.0934
ECMDB21065,2.7127
ECMDB21066,2.2220
ECMDB21067,4.0322
ECMDB21068,3.3980
ECMDB21070,3.0426
ECMDB21073,3.4214
ECMDB21075,3.3960
ECMDB21082,3.2550
ECMDB21084,2.2768
ECMDB21086,3.6696
ECMDB21103,4.5181
ECMDB21104,6.4353
ECMDB21105,2.3326
ECMDB21106,3.4488
ECMDB21108,4.4419
ECMDB21109,3.2759
HMDB0000010,0.0108
HMDB0000015,0.0127
HMDB0000016,0.0359
HMDB0000021,0.0955
HMDB0000032,0.4943
HMDB0000036,0.7685
HMDB0000037,0.3921
HMDB0000045,2.6083
HMDB0000054,0.9176
HMDB0000058,0.0371
HMDB0000061,1.3083
HMDB0000063,0.0182
HMDB0000067,1.0687
HMDB0000082,1.3427
HMDB0000095,0.3319
HMDB0000125,1.6784
HMDB0000138,0.5410
HMDB0000163,0.0544
HMDB0000175,1.4059
HMDB0000186,0.1151
HMDB0000217,2.3626
HMDB0000218,0.0505
HMDB0000221,4.6580
HMDB0000222,2.8598
HMDB0000229,0.9474
HMDB0000230,1.0091
HMDB0000241,0.7156
HMDB0000248,1.2203
HMDB0000253,0.0036
HMDB0000256,3.2864
HMDB0000265,0.2869
HMDB0000268,0.0823
HMDB0000269,4.4628
HMDB0000277,2.4064
HMDB0000280,1.0767
HMDB0000285,1.4434
HMDB0000286,3.5968
HMDB0000288,0.0837
HMDB0000290,1.6906
HMDB0000295,0.7827
HMDB0000302,1.6300
HMDB0000308,0.9980
HMDB0000315,0.0010
HMDB0000319,0.0480
HMDB0000326,0.1802
HMDB0000332,0.0200
HMDB0000352,0.0007
HMDB0000359,2.0582
HMDB0000363,0.0953
HMDB0000374,0.0008
HMDB0000380,0.0057
HMDB0000405,0.0212
HMDB0000416,0.0098
HMDB0000418,0.0099
HMDB0000430,0.0871
HMDB0000449,0.3553
HMDB0000489,0.3109
HMDB0000494,0.0491
HMDB0000496,1.0458
HMDB0000501,0.5156
HMDB0000518,0.0416
HMDB0000526,0.2146
HMDB0000534,1.2860
HMDB0000538,2.9920
HMDB0000550,0.0008
HMDB0000561,2.8835
HMDB0000569,2.1399
HMDB0000570,0.3761
HMDB0000572,1.4006
HMDB0000582,0.2096
HMDB0000585,0.2735
HMDB0000600,0.4266
HMDB0000601,0.5864
HMDB0000610,3.2083
HMDB0000619,0.1042
HMDB0000626,0.4843
HMDB0000631,0.5335
HMDB0000637,1.2850
HMDB0000643,1.1878
HMDB0000651,2.7009
HMDB0000653,0.1519
HMDB0000656,2.9235
HMDB0000658,1.4631
HMDB0000674,1.9470
HMDB0000686,0.3667
HMDB0000693,1.9157
HMDB0000698,0.5292
HMDB0000708,0.3676
HMDB0000722,0.9809
HMDB0000733,0.1044
HMDB0000737,1.1238
HMDB0000739,1.5840
HMDB0000757,0.0773
HMDB0000760,0.0365
HMDB0000761,0.0549
HMDB0000774,0.0920
HMDB0000797,1.1559
HMDB0000801,3.3090
HMDB0000814,0.0112
HMDB0000825,2.5512
HMDB0000848,3.1894
HMDB0000851,1.8867
HMDB0000874,2.8072
HMDB0000876,0.2918
HMDB0000878,0.0407
HMDB0000879,0.1254
HMDB0000885,1.3588
HMDB0000896,1.0966
HMDB0000900,0.1093
HMDB0000902,3.5695
HMDB0000903,0.0054
HMDB0000907,0.0704
HMDB0000908,0.1158
HMDB0000912,0.8647
HMDB0000917,0.0568
HMDB0000918,3.0437
HMDB0000921,0.1429
HMDB0000939,1.3102
HMDB0000944,2.2156
HMDB0000946,0.0452
HMDB0000949,0.3152
HMDB0000950,2.0061
HMDB0000951,0.1810
HMDB0000961,1.8136
HMDB0000975,0.0596
HMDB0000998,2.3657
HMDB0001000,1.9946
HMDB0001032,0.0564
HMDB0001043,1.3472
HMDB0001045,1.7719
HMDB0001056,2.3542
HMDB0001058,0.9910
HMDB0001060,2.5554
HMDB0001062,1.0237
HMDB0001067,0.7980
HMDB0001081,0.4949
HMDB0001085,0.8128
HMDB0001091,0.4192
HMDB0001139,2.8192
HMDB0001155,5.7808
HMDB0001160,3.1420
HMDB0001170,0.0834
HMDB0001185,1.3743
HMDB0001191,2.3450
HMDB0001198,2.8800
HMDB0001201,0.0462
HMDB0001220,0.7086
HMDB0001244,3.0433
HMDB0001248,4.3548
HMDB0001251,0.3725
HMDB0001262,1.2230
HMDB0001273,1.7375
HMDB0001296,1.9376
HMDB0001314,0.0767
HMDB0001341,1.0017
HMDB0001367,0.4911
HMDB0001372,0.5310
HMDB0001383,4.0770
HMDB0001396,0.9224
HMDB0001397,0.0637
HMDB0001403,1.4864
HMDB0001419,0.2083
HMDB0001420,0.1518
HMDB0001425,0.0436
HMDB0001438,0.1584
HMDB0001442,1.1653
HMDB0001449,0.0228
HMDB0001452,2.3079
HMDB0001455,0.0145
HMDB0001471,0.0186
HMDB0001487,4.7569
HMDB0001496,0.2030
HMDB0001509,2.3214
HMDB0001517,0.7076
HMDB0001520,0.9512
HMDB0001532,1.1606
HMDB0001533,0.1794
HMDB0001546,1.7539
HMDB0001547,0.0956
HMDB0001562,0.9507
HMDB0001830,0.0027
HMDB0001846,2.8828
HMDB0001852,0.9809
HMDB0001903,0.1440
HMDB0001976,1.5972
HMDB0001993,1.2194
HMDB0001999,1.8984
HMDB0002014,3.6994
HMDB0002027,0.1484
HMDB0002088,2.2494
HMDB0002094,0.2311
HMDB0002098,0.8712
HMDB0002103,0.2438
HMDB0002158,0.9212
HMDB0002163,0.1334
HMDB0002177,3.1044
HMDB0002181,3.8695
HMDB0002183,3.2088
