Ligand,RMSD
ECMDB00045,0.3771
ECMDB00048,0.0251
ECMDB00055,0.3242
ECMDB00058,0.5815
ECMDB00061,0.0968
ECMDB00082,0.9921
ECMDB00095,0.3332
ECMDB00121,3.1460
ECMDB00125,1.9511
ECMDB00163,0.2133
ECMDB00186,1.3371
ECMDB00189,2.6875
ECMDB00217,1.8808
ECMDB00218,0.3577
ECMDB00229,0.2070
ECMDB00241,0.0616
ECMDB00244,1.9170
ECMDB00258,0.0058
ECMDB00280,0.4752
ECMDB00285,0.9635
ECMDB00288,0.4273
ECMDB00290,0.7031
ECMDB00293,0.7133
ECMDB00295,0.3735
ECMDB00302,1.2991
ECMDB00538,0.6082
ECMDB00570,1.0997
ECMDB00674,3.0406
ECMDB00797,0.4782
ECMDB00830,0.0840
ECMDB00902,1.2977
ECMDB00905,0.0609
ECMDB00939,0.4288
ECMDB00960,0.8976
ECMDB00961,3.7318
ECMDB00972,2.3375
ECMDB00975,0.1078
ECMDB00988,1.0156
ECMDB00998,1.6409
ECMDB00999,2.1543
ECMDB01000,1.1414
ECMDB01003,0.0686
ECMDB01044,0.0484
ECMDB01056,1.7090
ECMDB01058,0.4747
ECMDB01060,3.7580
ECMDB01062,0.0499
ECMDB01066,2.6469
ECMDB01079,1.7012
ECMDB01094,5.4172
ECMDB01095,1.1950
ECMDB01097,0.2672
ECMDB01117,1.5950
ECMDB01121,0.0605
ECMDB01124,1.5408
ECMDB01134,0.6683
ECMDB01142,0.4678
ECMDB01144,4.1036
ECMDB01163,2.9094
ECMDB01174,2.6975
ECMDB01178,2.8229
ECMDB01179,2.4134
ECMDB01185,0.7477
ECMDB01191,0.8029
ECMDB01193,2.5158
ECMDB01197,2.1253
ECMDB01201,0.9189
ECMDB01202,0.1076
ECMDB01227,0.5395
ECMDB01245,0.6360
ECMDB01248,4.4278
ECMDB01261,1.1287
ECMDB01262,0.0493
ECMDB01271,0.0380
ECMDB01273,1.5974
ECMDB01274,1.1314
ECMDB01285,1.8782
ECMDB01296,0.2635
ECMDB01308,1.0066
ECMDB01317,0.0238
ECMDB01328,2.5130
ECMDB01332,0.3749
ECMDB01341,0.8892
ECMDB01342,2.3045
ECMDB01346,3.4151
ECMDB01354,0.4179
ECMDB01367,0.0937
ECMDB01372,2.1022
ECMDB01373,1.9569
ECMDB01384,4.4886
ECMDB01391,1.6447
ECMDB01396,1.9985
ECMDB01397,0.1145
ECMDB01399,3.5832
ECMDB01409,0.0743
ECMDB01412,0.1515
ECMDB01416,0.9142
ECMDB01423,3.9417
ECMDB01439,0.2093
ECMDB01440,1.4676
ECMDB01487,1.7892
ECMDB01517,0.1596
ECMDB01520,0.2161
ECMDB01532,1.7950
ECMDB01546,0.0066
ECMDB01550,2.2459
ECMDB01554,0.6448
ECMDB01562,1.9325
ECMDB01846,0.5329
ECMDB02158,1.0227
ECMDB02666,0.2188
ECMDB03266,1.2151
ECMDB03335,0.5576
ECMDB03419,2.3688
ECMDB03502,0.1628
ECMDB03514,0.5838
ECMDB03536,0.1412
ECMDB03540,0.4137
ECMDB03556,1.4886
ECMDB03826,0.4288
ECMDB03882,0.1973
ECMDB04007,0.3440
ECMDB04010,0.0977
ECMDB04033,1.2027
ECMDB04034,0.0662
ECMDB04052,0.2824
ECMDB04053,1.1053
ECMDB04063,0.7093
ECMDB04085,0.2772
ECMDB04108,0.1786
ECMDB04111,3.9259
ECMDB04117,3.8017
ECMDB04119,3.3146
ECMDB04120,2.9460
ECMDB04137,0.2328
ECMDB04138,1.0141
ECMDB04165,1.4256
ECMDB04166,4.4879
ECMDB04167,1.6045
ECMDB04168,2.9490
ECMDB04169,1.8149
ECMDB04171,0.2783
ECMDB04220,5.7295
ECMDB04662,1.7865
ECMDB06273,0.1112
ECMDB06354,1.2442
ECMDB06555,0.1021
ECMDB06557,0.7011
ECMDB06823,3.2067
ECMDB06834,0.6165
ECMDB06872,0.0825
ECMDB06876,2.6369
ECMDB07858,2.3862
ECMDB07859,3.2787
ECMDB07860,3.3349
ECMDB07861,4.1585
ECMDB07862,2.4893
ECMDB07863,4.5486
ECMDB07864,2.5471
ECMDB07865,3.9651
ECMDB08821,2.6130
ECMDB08824,3.8139
ECMDB08827,1.6204
ECMDB08920,2.6410
ECMDB08923,1.7054
ECMDB08924,2.6624
ECMDB08953,4.8482
ECMDB08956,3.3083
ECMDB08957,2.5895
ECMDB08959,2.3859
ECMDB09019,2.4672
ECMDB09022,2.7436
ECMDB09023,4.4913
ECMDB10573,3.0868
ECMDB10615,2.4581
ECMDB10616,3.4231
ECMDB10618,7.8708
ECMDB11145,4.0302
ECMDB11155,5.8743
ECMDB11156,1.8042
ECMDB11616,0.4025
ECMDB11629,0.0175
ECMDB11688,0.4016
ECMDB12277,2.0198
ECMDB12278,2.6971
ECMDB12330,3.5061
ECMDB12332,3.3844
ECMDB12333,3.3866
ECMDB12352,3.4832
ECMDB12363,2.7500
ECMDB12366,2.4799
ECMDB20003,2.5934
ECMDB20004,0.5821
ECMDB20006,2.9712
ECMDB20019,2.3504
ECMDB20024,1.3461
ECMDB20025,1.0414
ECMDB20026,0.5707
ECMDB20027,1.3405
ECMDB20033,0.0716
ECMDB20034,1.8053
ECMDB20035,4.0398
ECMDB20049,1.9364
ECMDB20050,1.8967
ECMDB20054,1.8869
ECMDB20055,1.8674
ECMDB20058,1.3469
ECMDB20059,1.1345
ECMDB20062,0.0091
ECMDB20068,0.1228
ECMDB20078,1.8059
ECMDB20079,0.1516
ECMDB20081,0.0529
ECMDB20083,0.6811
ECMDB20088,2.3712
ECMDB20096,0.5221
ECMDB20099,0.0218
ECMDB20106,1.4526
ECMDB20110,3.0650
ECMDB20112,1.4843
ECMDB20113,1.9766
ECMDB20117,0.0964
ECMDB20123,0.2289
ECMDB20133,0.5738
ECMDB20139,0.3294
ECMDB20145,1.4380
ECMDB20148,2.0656
ECMDB20154,2.2875
ECMDB20155,4.2022
ECMDB20156,0.6850
ECMDB20157,1.2772
ECMDB20158,0.7238
ECMDB20161,0.1360
ECMDB20170,1.1575
ECMDB20171,0.1562
ECMDB20174,0.1939
ECMDB20175,0.2668
ECMDB20177,0.0717
ECMDB20178,0.1760
ECMDB20186,1.6032
ECMDB20187,1.0673
ECMDB20188,2.1301
ECMDB20189,0.9035
ECMDB20191,0.5863
ECMDB20192,2.9107
ECMDB20196,0.3017
ECMDB20202,2.3285
ECMDB20226,1.3550
ECMDB20238,0.6302
ECMDB20246,2.1647
ECMDB20267,0.1421
