Ligand,RMSD
ECMDB00045,0.7615
ECMDB00048,1.9298
ECMDB00055,0.4173
ECMDB00058,0.9759
ECMDB00061,0.7074
ECMDB00082,1.0698
ECMDB00095,0.4817
ECMDB00121,1.3274
ECMDB00125,1.4846
ECMDB00163,0.3591
ECMDB00186,1.0743
ECMDB00189,1.0232
ECMDB00217,6.3690
ECMDB00218,0.9726
ECMDB00229,1.3539
ECMDB00241,0.9363
ECMDB00244,1.0664
ECMDB00258,0.5941
ECMDB00280,1.1061
ECMDB00285,1.4750
ECMDB00288,0.5263
ECMDB00290,3.1733
ECMDB00293,1.6594
ECMDB00295,0.7429
ECMDB00302,1.9101
ECMDB00538,2.9084
ECMDB00570,1.5496
ECMDB00674,3.4742
ECMDB00797,1.7599
ECMDB00830,0.1154
ECMDB00902,2.9939
ECMDB00905,0.7977
ECMDB00939,1.0973
ECMDB00960,1.3458
ECMDB00961,2.2494
ECMDB00972,2.1421
ECMDB00975,1.0112
ECMDB00988,0.9939
ECMDB00998,1.1060
ECMDB00999,1.9064
ECMDB01000,0.8258
ECMDB01003,1.4208
ECMDB01044,2.1995
ECMDB01056,1.7340
ECMDB01058,0.5080
ECMDB01060,2.3802
ECMDB01062,0.3126
ECMDB01066,1.9113
ECMDB01079,1.9397
ECMDB01094,3.7087
ECMDB01095,0.9356
ECMDB01097,1.1989
ECMDB01117,1.9387
ECMDB01121,1.2970
ECMDB01124,1.4720
ECMDB01134,1.2517
ECMDB01142,1.1187
ECMDB01144,1.5113
ECMDB01163,2.2143
ECMDB01174,2.1929
ECMDB01178,5.0547
ECMDB01179,1.7681
ECMDB01185,1.2385
ECMDB01191,1.0674
ECMDB01193,3.7332
ECMDB01197,4.1206
ECMDB01201,1.4983
ECMDB01202,1.0844
ECMDB01227,1.2635
ECMDB01245,1.5660
ECMDB01248,2.6360
ECMDB01261,1.0628
ECMDB01262,1.0398
ECMDB01271,0.3987
ECMDB01273,1.1800
ECMDB01274,0.9538
ECMDB01285,1.4353
ECMDB01296,0.6710
ECMDB01308,0.9550
ECMDB01317,1.3515
ECMDB01328,4.4229
ECMDB01332,1.7432
ECMDB01341,1.3895
ECMDB01342,1.4678
ECMDB01346,1.7365
ECMDB01354,1.4400
ECMDB01367,0.5746
ECMDB01372,2.3192
ECMDB01373,2.8414
ECMDB01384,2.8301
ECMDB01391,4.1243
ECMDB01396,1.5874
ECMDB01397,0.9940
ECMDB01399,2.3360
ECMDB01409,0.2849
ECMDB01412,1.1593
